Basis,Line,Product group,,Rate,Yield,Uptime
Net Quantity Produced,K18,Dec. Surfaces/others,0.99,3465172.8383978764,,
Net Quantity Produced,K18,Dec. Surfaces/others,1.0,9902679.044606047,,
Net Quantity Produced,K18,Other Technical,0.5,104935.0,,
Net Quantity Produced,K18,Other Technical,0.51,106632.13904076819,,
Net Quantity Produced,K18,Other Technical,0.52,108329.27808153632,,
Net Quantity Produced,K18,Other Technical,0.53,109949.72622251304,,
Net Quantity Produced,K18,Other Technical,0.54,110343.11996682601,,
Net Quantity Produced,K18,Other Technical,0.55,110736.513711139,,
Net Quantity Produced,K18,Other Technical,0.56,111129.90745545199,,
Net Quantity Produced,K18,Other Technical,0.57,111523.30119976496,,
Net Quantity Produced,K18,Other Technical,0.58,111916.69494407793,,
Net Quantity Produced,K18,Other Technical,0.59,112343.91882423263,,
Net Quantity Produced,K18,Other Technical,0.6,112929.01667164848,,
Net Quantity Produced,K18,Other Technical,0.61,113514.11451906431,,
Net Quantity Produced,K18,Other Technical,0.62,114099.21236648016,,
Net Quantity Produced,K18,Other Technical,0.63,114684.310213896,,
Net Quantity Produced,K18,Other Technical,0.64,115269.40806131187,,
Net Quantity Produced,K18,Other Technical,0.65,115848.20405854082,,
Net Quantity Produced,K18,Other Technical,0.66,116411.87561532127,,
Net Quantity Produced,K18,Other Technical,0.67,116975.54717210175,,
Net Quantity Produced,K18,Other Technical,0.68,117539.2187288822,,
Net Quantity Produced,K18,Other Technical,0.69,118102.89028566268,,
Net Quantity Produced,K18,Other Technical,0.7,118666.56184244313,,
Net Quantity Produced,K18,Other Technical,0.71,119475.57826568582,,
Net Quantity Produced,K18,Other Technical,0.72,120635.08735530304,,
Net Quantity Produced,K18,Other Technical,0.73,121794.59644492033,,
Net Quantity Produced,K18,Other Technical,0.74,122954.10553453756,,
Net Quantity Produced,K18,Other Technical,0.75,124113.6146241548,,
Net Quantity Produced,K18,Other Technical,0.76,125273.12371377205,,
Net Quantity Produced,K18,Other Technical,0.77,125833.73564029926,,
Net Quantity Produced,K18,Other Technical,0.78,125861.99453296851,,
Net Quantity Produced,K18,Other Technical,0.79,125890.25342563787,,
Net Quantity Produced,K18,Other Technical,0.8,125918.51231830721,,
Net Quantity Produced,K18,Other Technical,0.81,125946.77121097653,,
Net Quantity Produced,K18,Other Technical,0.82,125975.03010364585,,
Net Quantity Produced,K18,Other Technical,0.83,126022.80838432664,,
Net Quantity Produced,K18,Other Technical,0.84,126081.23360392287,,
Net Quantity Produced,K18,Other Technical,0.85,126139.65882351904,,
Net Quantity Produced,K18,Other Technical,0.86,126198.08404311526,,
Net Quantity Produced,K18,Other Technical,0.87,126256.50926271145,,
Net Quantity Produced,K18,Other Technical,0.88,126314.9344823076,,
Net Quantity Produced,K18,Other Technical,0.89,127226.80712627992,,
Net Quantity Produced,K18,Other Technical,0.9,128401.27897775256,,
Net Quantity Produced,K18,Other Technical,0.91,129575.75082922523,,
Net Quantity Produced,K18,Other Technical,0.92,130750.22268069787,,
Net Quantity Produced,K18,Other Technical,0.93,131924.6945321705,,
Net Quantity Produced,K18,Other Technical,0.94,133099.16638364314,,
Net Quantity Produced,K18,Other Technical,0.95,133915.96550289931,,
Net Quantity Produced,K18,Other Technical,0.96,134685.07492452662,,
Net Quantity Produced,K18,Other Technical,0.97,135454.18434615392,,
Net Quantity Produced,K18,Other Technical,0.98,136223.29376778126,,
Net Quantity Produced,K18,Other Technical,0.99,136992.4031894085,,
Net Quantity Produced,K18,Other Technical,1.0,137761.5126110358,,
Net Quantity Produced,K18,Print,0.5,79143.0,,
Net Quantity Produced,K18,Print,0.51,79198.79205685879,,
Net Quantity Produced,K18,Print,0.52,79254.58411371759,,
Net Quantity Produced,K18,Print,0.53,79310.37617057638,,
Net Quantity Produced,K18,Print,0.54,79366.16822743516,,
Net Quantity Produced,K18,Print,0.55,79421.96028429396,,
Net Quantity Produced,K18,Print,0.56,79477.75234115275,,
Net Quantity Produced,K18,Print,0.57,79533.54439801154,,
Net Quantity Produced,K18,Print,0.58,79589.33645487034,,
Net Quantity Produced,K18,Print,0.59,79645.12851172913,,
Net Quantity Produced,K18,Print,0.6,79700.92056858794,,
Net Quantity Produced,K18,Print,0.61,79756.71262544671,,
Net Quantity Produced,K18,Print,0.62,79812.5046823055,,
Net Quantity Produced,K18,Print,0.63,79868.29673916433,,
Net Quantity Produced,K18,Print,0.64,79924.08879602309,,
Net Quantity Produced,K18,Print,0.65,79979.88085288188,,
Net Quantity Produced,K18,Print,0.66,80035.67290974071,,
Net Quantity Produced,K18,Print,0.67,80091.39342710104,,
Net Quantity Produced,K18,Print,0.68,80146.97086546454,,
Net Quantity Produced,K18,Print,0.69,80202.54830382802,,
Net Quantity Produced,K18,Print,0.7,80258.12574219152,,
Net Quantity Produced,K18,Print,0.71,80313.703180555,,
Net Quantity Produced,K18,Print,0.72,80369.28061891852,,
Net Quantity Produced,K18,Print,0.73,80424.858057282,,
Net Quantity Produced,K18,Print,0.74,80480.43549564549,,
Net Quantity Produced,K18,Print,0.75,80536.01293400899,,
Net Quantity Produced,K18,Print,0.76,80591.59037237248,,
Net Quantity Produced,K18,Print,0.77,80647.16781073596,,
Net Quantity Produced,K18,Print,0.78,80702.74524909946,,
Net Quantity Produced,K18,Print,0.79,80758.32268746296,,
Net Quantity Produced,K18,Print,0.8,80813.90012582646,,
Net Quantity Produced,K18,Print,0.81,80869.47756418995,,
Net Quantity Produced,K18,Print,0.82,80925.05500255345,,
Net Quantity Produced,K18,Print,0.83,80980.63244091692,,
Net Quantity Produced,K18,Print,0.84,81036.20987928043,,
Net Quantity Produced,K18,Print,0.85,81091.78731764393,,
Net Quantity Produced,K18,Print,0.86,81147.36475600742,,
Net Quantity Produced,K18,Print,0.87,81202.9421943709,,
Net Quantity Produced,K18,Print,0.88,81258.5196327344,,
Net Quantity Produced,K18,Print,0.89,81314.09707109789,,
Net Quantity Produced,K18,Print,0.9,81369.67450946137,,
Net Quantity Produced,K18,Print,0.91,81425.25194782489,,
Net Quantity Produced,K18,Print,0.92,81480.82938618839,,
Net Quantity Produced,K18,Print,0.93,81536.40682455187,,
Net Quantity Produced,K18,Print,0.94,81591.98426291537,,
Net Quantity Produced,K18,Print,0.95,81647.56170127884,,
Net Quantity Produced,K18,Print,0.96,81703.13913964233,,
Net Quantity Produced,K18,Print,0.97,81758.71657800584,,
Net Quantity Produced,K18,Print,0.98,81814.29401636933,,
Net Quantity Produced,K18,Print,0.99,81869.87145473283,,
Net Quantity Produced,K18,Print,1.0,81925.44889309631,,
Net Quantity Produced,K18,Cards Core,0.5,,1026021.3,
Net Quantity Produced,K18,Cards Core,0.51,,1028953.525413492,
Net Quantity Produced,K18,Cards Core,0.52,,1030838.3055669249,
Net Quantity Produced,K18,Cards Core,0.53,,1034306.7068324236,
Net Quantity Produced,K18,Cards Core,0.54,,1037885.3301405484,
Net Quantity Produced,K18,Cards Core,0.55,,1039141.3653803904,
Net Quantity Produced,K18,Cards Core,0.56,,1041245.7973618313,
Net Quantity Produced,K18,Cards Core,0.57,,1042280.2471473102,
Net Quantity Produced,K18,Cards Core,0.58,,1044591.0677206976,
Net Quantity Produced,K18,Cards Core,0.59,,1045508.4325181278,
Net Quantity Produced,K18,Cards Core,0.6,,1050200.4973887554,
Net Quantity Produced,K18,Cards Core,0.61,,1051592.2855560472,
Net Quantity Produced,K18,Cards Core,0.62,,1054905.9308516977,
Net Quantity Produced,K18,Cards Core,0.63,,1062659.9878553585,
Net Quantity Produced,K18,Cards Core,0.64,,1063814.7302170238,
Net Quantity Produced,K18,Cards Core,0.65,,1068398.443292103,
Net Quantity Produced,K18,Cards Core,0.66,,1077886.84154262,
Net Quantity Produced,K18,Cards Core,0.67,,1078350.4119390692,
Net Quantity Produced,K18,Cards Core,0.68,,1082833.6283410685,
Net Quantity Produced,K18,Cards Core,0.69,,1088328.6504390738,
Net Quantity Produced,K18,Cards Core,0.7,,1089456.4934876387,
Net Quantity Produced,K18,Cards Core,0.71,,1091554.2416912985,
Net Quantity Produced,K18,Cards Core,0.72,,1093677.680550489,
Net Quantity Produced,K18,Cards Core,0.73,,1095776.4006310795,
Net Quantity Produced,K18,Cards Core,0.74,,1097544.9123798315,
Net Quantity Produced,K18,Cards Core,0.75,,1102110.66945554,
Net Quantity Produced,K18,Cards Core,0.76,,1106539.4582781098,
Net Quantity Produced,K18,Cards Core,0.77,,1113671.601207611,
Net Quantity Produced,K18,Cards Core,0.78,,1118861.4244481232,
Net Quantity Produced,K18,Cards Core,0.79,,1119822.6914608334,
Net Quantity Produced,K18,Cards Core,0.8,,1121095.1123458657,
Net Quantity Produced,K18,Cards Core,0.81,,1122689.5290622206,
Net Quantity Produced,K18,Cards Core,0.82,,1129130.6320247562,
Net Quantity Produced,K18,Cards Core,0.83,,1129764.3132560074,
Net Quantity Produced,K18,Cards Core,0.84,,1132018.8004549276,
Net Quantity Produced,K18,Cards Core,0.85,,1136359.6008757506,
Net Quantity Produced,K18,Cards Core,0.86,,1145366.405603678,
Net Quantity Produced,K18,Cards Core,0.87,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,0.88,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,0.89,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,0.9,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,0.91,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,0.92,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,0.93,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,0.94,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,0.95,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,0.96,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,0.97,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,0.98,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,0.99,,1150432.5588880328,
Net Quantity Produced,K18,Cards Core,1.0,,1150432.5588880328,
Net Quantity Produced,K18,Cards Overlay,0.5,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.51,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.52,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.53,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.54,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.55,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.56,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.57,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.58,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.59,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.6,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.61,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.62,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.63,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.64,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.65,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.66,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.67,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.68,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.69,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.7,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.71,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.72,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.73,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.74,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.75,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.76,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.77,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.78,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.79,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.8,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.81,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.82,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.83,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.84,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.85,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.86,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.87,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.88,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.89,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.9,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.91,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.92,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.93,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.94,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.95,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.96,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.97,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.98,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,0.99,,1271407.5999999996,
Net Quantity Produced,K18,Cards Overlay,1.0,,1271407.5999999996,
Net Quantity Produced,K18,Construction,0.5,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.51,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.52,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.53,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.54,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.55,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.56,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.57,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.58,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.59,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.6,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.61,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.62,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.63,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.64,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.65,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.66,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.67,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.68,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.69,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.7,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.71,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.72,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.73,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.74,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.75,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.76,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.77,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.78,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.79,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.8,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.81,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.82,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.83,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.84,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.85,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.86,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.87,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.88,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.89,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.9,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.91,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.92,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.93,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.94,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.95,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.96,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.97,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.98,,744636.7120000002,
Net Quantity Produced,K18,Construction,0.99,,744636.7120000002,
Net Quantity Produced,K18,Construction,1.0,,744636.7120000002,
Net Quantity Produced,K18,Cooling Tower,0.5,,2293338.154000001,
Net Quantity Produced,K18,Cooling Tower,0.51,,2294818.0272955773,
Net Quantity Produced,K18,Cooling Tower,0.52,,2295787.1090570916,
Net Quantity Produced,K18,Cooling Tower,0.53,,2302819.8557921825,
Net Quantity Produced,K18,Cooling Tower,0.54,,2305328.254167065,
Net Quantity Produced,K18,Cooling Tower,0.55,,2308671.656025824,
Net Quantity Produced,K18,Cooling Tower,0.56,,2312589.97035267,
Net Quantity Produced,K18,Cooling Tower,0.57,,2318831.0413500164,
Net Quantity Produced,K18,Cooling Tower,0.58,,2328569.7453558,
Net Quantity Produced,K18,Cooling Tower,0.59,,2329384.5120214,
Net Quantity Produced,K18,Cooling Tower,0.6,,2330947.699630225,
Net Quantity Produced,K18,Cooling Tower,0.61,,2333399.699247312,
Net Quantity Produced,K18,Cooling Tower,0.62,,2337038.098102608,
Net Quantity Produced,K18,Cooling Tower,0.63,,2339376.358580576,
Net Quantity Produced,K18,Cooling Tower,0.64,,2340544.4048523786,
Net Quantity Produced,K18,Cooling Tower,0.65,,2341584.113957464,
Net Quantity Produced,K18,Cooling Tower,0.66,,2343921.7928054025,
Net Quantity Produced,K18,Cooling Tower,0.67,,2355181.002474918,
Net Quantity Produced,K18,Cooling Tower,0.68,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.69,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.7,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.71,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.72,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.73,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.74,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.75,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.76,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.77,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.78,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.79,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.8,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.81,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.82,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.83,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.84,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.85,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.86,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.87,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.88,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.89,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.9,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.91,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.92,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.93,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.94,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.95,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.96,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.97,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.98,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,0.99,,2364104.0805294504,
Net Quantity Produced,K18,Cooling Tower,1.0,,2364104.0805294504,
Net Quantity Produced,K18,Dec. Surfaces/others,0.5,,1967730.2,
Net Quantity Produced,K18,Dec. Surfaces/others,0.51,,1969793.8180052768,
Net Quantity Produced,K18,Dec. Surfaces/others,0.52,,1973517.982975278,
Net Quantity Produced,K18,Dec. Surfaces/others,0.53,,1975981.1600116002,
Net Quantity Produced,K18,Dec. Surfaces/others,0.54,,1989124.1430068319,
Net Quantity Produced,K18,Dec. Surfaces/others,0.55,,1995526.7039196468,
Net Quantity Produced,K18,Dec. Surfaces/others,0.56,,2000480.0942884488,
Net Quantity Produced,K18,Dec. Surfaces/others,0.57,,2006389.2947795468,
Net Quantity Produced,K18,Dec. Surfaces/others,0.58,,2017063.680449677,
Net Quantity Produced,K18,Dec. Surfaces/others,0.59,,2019236.9320149468,
Net Quantity Produced,K18,Dec. Surfaces/others,0.6,,2022907.0891237808,
Net Quantity Produced,K18,Dec. Surfaces/others,0.61,,2026977.261084191,
Net Quantity Produced,K18,Dec. Surfaces/others,0.62,,2039053.0287102428,
Net Quantity Produced,K18,Dec. Surfaces/others,0.63,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.64,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.65,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.66,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.67,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.68,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.69,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.7,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.71,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.72,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.73,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.74,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.75,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.76,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.77,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.78,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.79,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.8,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.81,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.82,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.83,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.84,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.85,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.86,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.87,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.88,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.89,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.9,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.91,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.92,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.93,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.94,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.95,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.96,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.97,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.98,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,0.99,,2057598.712222321,
Net Quantity Produced,K18,Dec. Surfaces/others,1.0,,2057598.712222321,
Net Quantity Produced,K18,Other Technical,0.5,,104935.0,
Net Quantity Produced,K18,Other Technical,0.51,,105351.9894102228,
Net Quantity Produced,K18,Other Technical,0.52,,105768.97882044561,
Net Quantity Produced,K18,Other Technical,0.53,,106185.9682306684,
Net Quantity Produced,K18,Other Technical,0.54,,106602.9576408912,
Net Quantity Produced,K18,Other Technical,0.55,,107019.94705111402,
Net Quantity Produced,K18,Other Technical,0.56,,107436.93646133682,
Net Quantity Produced,K18,Other Technical,0.57,,107586.06682694633,
Net Quantity Produced,K18,Other Technical,0.58,,107645.91084435144,
Net Quantity Produced,K18,Other Technical,0.59,,107705.7548617565,
Net Quantity Produced,K18,Other Technical,0.6,,107765.5988791616,
Net Quantity Produced,K18,Other Technical,0.61,,107825.44289656667,
Net Quantity Produced,K18,Other Technical,0.62,,107885.28691397175,
Net Quantity Produced,K18,Other Technical,0.63,,107944.79594399108,
Net Quantity Produced,K18,Other Technical,0.64,,108003.96998662467,
Net Quantity Produced,K18,Other Technical,0.65,,108063.14402925824,
Net Quantity Produced,K18,Other Technical,0.66,,108122.31807189183,
Net Quantity Produced,K18,Other Technical,0.67,,108181.49211452539,
Net Quantity Produced,K18,Other Technical,0.68,,108240.66615715898,
Net Quantity Produced,K18,Other Technical,0.69,,108421.75885331482,
Net Quantity Produced,K18,Other Technical,0.7,,108968.60751003749,
Net Quantity Produced,K18,Other Technical,0.71,,109515.45616676014,
Net Quantity Produced,K18,Other Technical,0.72,,110062.30482348279,
Net Quantity Produced,K18,Other Technical,0.73,,110609.15348020542,
Net Quantity Produced,K18,Other Technical,0.74,,111156.00213692813,
Net Quantity Produced,K18,Other Technical,0.75,,111702.85079365077,
Net Quantity Produced,K18,Other Technical,0.76,,112538.80609523806,
Net Quantity Produced,K18,Other Technical,0.77,,113374.76139682536,
Net Quantity Produced,K18,Other Technical,0.78,,114210.71669841268,
Net Quantity Produced,K18,Other Technical,0.79,,115046.67199999998,
Net Quantity Produced,K18,Other Technical,0.8,,115882.62730158727,
Net Quantity Produced,K18,Other Technical,0.81,,116718.58260317461,
Net Quantity Produced,K18,Other Technical,0.82,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.83,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.84,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.85,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.86,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.87,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.88,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.89,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.9,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.91,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.92,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.93,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.94,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.95,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.96,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.97,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.98,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,0.99,,116927.57142857142,
Net Quantity Produced,K18,Other Technical,1.0,,116927.57142857142,
Net Quantity Produced,K18,Print,0.5,,79143.0,
